gem_mine_id,msha_id,country_area,mine_name,mine_name_akas,mine_name_non_eng,complex_name,gem_wiki_page_eng,gem_wiki_page_non_eng,status,status_detail,project_type,project_phase,owners,owners_gem_entity_id,owners_non_eng,parent_company,company_hqs,capacity_mtpa,production_mtpa,year_of_production,coal_output_annual_mst,mine_type,mining_method,mine_size_km2,mine_depth_m,depth_accuracy,workforce_size,workforce_accuracy,coal_type,coal_grade,percentage_of_met_coal,percentage_of_thermal_coal,accuracy_rating,reported_year_of_percentage_split,total_reserves_proven_and_probable_mt,year_of_total_reserves_recorded,total_resource_inferred_indicated_measured,reserve_to_production_ratio_r_p,opening_year,closing_year,reported_life_of_mine,reported_year_of_mine_life,coalfield,latitude,longitude,location_accuracy,primary_consumer_destination,primary_consumer_destination_name,primary_consumer_destination_gem_wiki,gas-level_rating,gas-level_rating_appraisal_year,reported_coal_mine_methane_emissions_thousand_tonnes_ch4,reported_coal_mine_methane_emissions_thousand_tonnes_co2_equivalent,year_of_reported_coal_mine_methane_emissions,source_id,has_associated_plume_data,has_associated_cmm_mitigation_data,gem_coal_mine_methane_emissions_estimate_mcm_yr,gem_coal_mine_methane_emissions_estimate_m_tonnes_yr,cmm_emissions_co2e_20_years,cmm_emissions_co2e_100_years,parent_gem_entity_id,location_non_eng,reference_type,methane_emissions_factor,methane_gas_content_m_3_tonne,mine_boundary_and_methane_emissions_sources_data_available_,has_mine_boundary_and_methane_emissions_sources_data_
M0177,,China,Balasu Coal Mine,,陕西延长石油巴拉素煤业有限公司巴拉素煤矿,,,https://www.gem.wiki/陕西延长石油巴拉素煤业有限公司巴拉素煤矿,Operating,,New,,Shaanxi Yanchang Petroleum and Balasu Coal Industry Company,,,,China,15.0,,2022.0,,Underground,Longwall,,,Exact,1711.0,Exact,Bituminous,Thermal & Chemical,,,,,2263.0,2015.0,4971.0,151.0,2024.0,,187.0,2015.0,Northern Shaanxi Jurassic,38.265057,109.208519,Exact,Chemical Plant,"延长集团靖边能源化工综合利用项目, 榆横醋酸项目, 延安能源化工园区",,低瓦斯,2023.0,,,,,N,N,246.42,0.1651,13.62,4.92,,陕西省榆林市榆阳区巴拉素镇新庙滩村,,1.6,14.7,N,
M1819,,China,Baliancheng Coal Mine,,珲春矿业（集团）八连城煤业有限公司,,,https://www.gem.wiki/珲春矿业（集团）八连城煤业有限公司,Operating,,,,Hunchun Mining Group Baliancheng Coal Industry,,珲春矿业（集团）八连城煤业有限公司,,China,2.7,,2025.0,,Underground,Longwall,,,Exact,1814.0,Exact,Bituminous,Thermal & Chemical,,,,,121.0,2020.0,,45.0,2006.0,,20.0,2020.0,Hunchun,42.830196,130.287903,Exact,Coal Plant,Hunchun power station,https://www.gem.wiki/Hunchun_power_station,高瓦斯,2025.0,,,,,N,N,41.61,0.0279,2.3,0.83,,吉林省延边朝鲜族自治州珲春市三家子乡东岗村,,1.6,13.8,N,
M1346,,China,Balongtu Surface Mine,,内蒙古汇能煤电集团巴隆图煤炭有限公司煤矿,,,https://www.gem.wiki/内蒙古汇能煤电集团巴隆图煤炭有限公司煤矿,Operating,,,,Inner Mongolia Huineng Coal Power Group Balongtu Coal Company,,,,China,5.0,,2023.0,,Surface,Open Pit,,,Exact,727.0,Exact,Bituminous,Thermal,,,,,120.0,2012.0,,24.0,2013.0,,15.0,2021.0,,39.841549,110.115952,Exact,,,,,,,,,,N,N,32.3,0.0216,1.79,0.64,,内蒙古自治区鄂尔多斯市东胜区塔拉壕镇白家梁村,,1.5,6.2,N,
M2943,,China,Bandunyan Coal Mine,,神木市店塔镇板墩焉村办煤矿,,,https://www.gem.wiki/神木市店塔镇板墩焉村办煤矿,Operating,,Resource Consolidation and Restructuring,,Bandunyan Village,E100001013017,,Bandunyan Village [100.0%],China,0.9,,2024.0,,Underground,Longwall,,,Exact,250.0,Exact,Bituminous,Thermal,,,,,18.0,2024.0,32.0,20.0,2019.0,,8.0,2024.0,Northern Shaanxi Jurassic,39.014669,110.540628,Exact,,,,低瓦斯,2024.0,,,,,N,N,3.52,0.0024,0.19,0.07,E100001013017 [100.0%],陕西省榆林市神木市店塔镇板墩焉村,,1.6,3.5,N,
M1820,,China,Banshi Coal Mine,,珲春矿业（集团）板石煤业有限公司,,,https://www.gem.wiki/珲春矿业（集团）板石煤业有限公司,Operating,,,,Hunchun Mining Group Banshi Coal Industry,E100002010280,珲春矿业（集团）板石煤业有限公司,Hunchun Mining Group Banshi Coal Industry [100.0%],China,2.4,,2025.0,,Underground,,,,Exact,1863.0,Exact,Bituminous,Thermal,,,,,21.0,2025.0,74.0,9.0,2008.0,,7.0,2025.0,Hunchun,42.775282,130.316763,Exact,Coal Plant,Hunchun power station,https://www.gem.wiki/Hunchun_power_station,高瓦斯,2025.0,,,,,N,N,40.16,0.0269,2.22,0.8,E100002010280 [100.0%],吉林省延边朝鲜族自治州珲春市板石镇湖龙村,,1.6,15.0,N,
M1821,,China,Bao'an Coal Mine,,山西煤炭运销集团保安煤业有限公司,,,https://www.gem.wiki/山西煤炭运销集团保安煤业有限公司,Operating,,,,Shanxi Coal Transportation and Marketing Group Baoan Coal Industry Company,,,,China,1.2,,2022.0,,Underground,,,,Estimate,1139.0,Exact,Anthracite,Thermal,,,,,97.0,2018.0,,81.0,2015.0,,43.0,2019.0,Qinshui,37.877325,113.353972,Exact,,,,突出矿井,2024.0,,,,,Y,Y,31.58,0.0212,1.75,0.63,,山西省阳泉市郊区旧街乡枣园村,,1.6,23.6,N,
M1822,,China,Bao'erhu Shugaobu Coal Mine,,西乌珠穆沁旗意隆煤业有限责任公司包尔呼舒高布煤矿,,,https://www.gem.wiki/西乌珠穆沁旗意隆煤业有限责任公司包尔呼舒高布煤矿,Operating,,,,West Ujimqin Banner Yilong Coal Industry Company,,,,China,1.5,,2022.0,,Surface,Open Pit,,,Exact,76.0,Exact,Lignite,Thermal,,,,,15.0,2017.0,,10.0,2011.0,,8.0,,Huolinhe,45.250314,119.269262,Exact,,,,,,,,,,N,N,6.6,0.0044,0.36,0.13,,内蒙古自治区锡林郭勒盟西乌珠穆沁旗白音华镇,,1.5,4.2,N,
M0178,,China,Baode Coal Mine,,中国神华能源股份有限公司保德煤矿,,,https://www.gem.wiki/中国神华能源股份有限公司保德煤矿,Operating,,,,China Shenhua Energy,,,,China,8.0,,2024.0,,Underground,,,,Estimate,660.0,Exact,Bituminous,Thermal,,,,,711.0,2024.0,1200.0,89.0,2023.0,,51.0,2023.0,,38.950871,111.089441,Exact,,,,高瓦斯,2024.0,,,,,Y,N,118.7,0.0795,6.56,2.37,,山西省忻州市保德县桥头镇,,1.6,13.3,N,
M0179,,China,Baodian Coal Mine,,兖州煤业股份有限公司鲍店煤矿,,,https://www.gem.wiki/兖州煤业股份有限公司鲍店煤矿,Operating,,,,Yanzhou Coal Mining Company,,,,China,6.0,,2025.0,,Underground,Longwall,,,Exact,4078.0,Estimate,Bituminous,,,,,,72.0,2018.0,345.0,12.0,1986.0,,10.0,2018.0,Yanzhou,35.427152,116.836876,Exact,,,,低瓦斯,2019.0,,,,,N,N,109.89,0.0736,6.07,2.19,,山东省济宁市邹城市,,1.6,16.4,N,
M2372,,China,Baoli Coal Mine,,内蒙古宝利煤炭有限公司煤矿,,,https://www.gem.wiki/内蒙古宝利煤炭有限公司煤矿,Operating,,,,Inner Mongolia Baoli Coal Company,,,,China,3.0,,2023.0,,Surface,Open Pit,,,Exact,208.0,Exact,Bituminous,Thermal,,,,,20.0,2017.0,,7.0,2005.0,,,,Dongsheng,40.352519,110.379156,Approximate,,,,,,,,,,N,N,15.39,0.0103,0.85,0.31,,内蒙古自治区鄂尔多斯市达拉特旗风白泥井镇（风水梁镇）石匠窑村,,1.5,4.9,N,
M1823,,China,Baopingwan Coal Mine,,准格尔旗弓家塔宝平湾煤炭有限责任公司,,,https://www.gem.wiki/准格尔旗弓家塔宝平湾煤炭有限责任公司,Operating,,,,Jungar Banner Gongjiata Baopingwan Coal Company,,,,China,2.4,,2023.0,,Underground,Longwall,,,Estimate,445.0,Exact,Bituminous,Thermal,,,,,128.0,2023.0,249.0,53.0,2011.0,,19.0,2023.0,Jungar,39.368693,110.479916,Exact,,,,低瓦斯,,,,,,N,N,35.61,0.0239,1.97,0.71,,内蒙古自治区鄂尔多斯市准格尔旗弓家塔宝平湾,,1.6,13.3,N,
M0180,,China,Baoqing Chaoyang Surface Coal Mine,,国能宝清煤电化有限公司朝阳露天煤矿,,,https://www.gem.wiki/神华国能宝清煤电化有限公司朝阳露天煤矿,Operating,,New,,Guoneng Baoqing Coal Electricity Chemical Company,,国能宝清煤电化有限公司,,China,11.0,,2025.0,,Surface,Open Pit,,,Exact,1061.0,Estimate,Lignite,Thermal,,,,,837.0,2019.0,,76.0,2020.0,,80.0,2019.0,Baoqing,46.271618,132.573834,Exact,Coal Plant,Heilongjiang Baoqing power station,https://www.gem.wiki/Heilongjiang_Baoqing_power_station,,,,,,,N,N,19.11,0.0128,1.06,0.38,,黑龙江省双鸭山市宝清县朝阳乡,,1.5,1.7,N,
M1824,,China,Baorihushuo Coal Mine,,西乌珠穆沁旗宝日胡硕煤矿,,,https://www.gem.wiki/西乌珠穆沁旗宝日胡硕煤矿,Mothballed,,,,Xiwuzhumuqin Banner Baorihushuo Coal Company,,,,China,1.2,,2022.0,,Surface,Open Pit,,,Exact,179.0,Exact,Lignite,Thermal,,,,,19.0,2013.0,,16.0,2005.0,,6.0,,Huolinhe,45.221363,119.239319,Exact,Coal Plant,Tongliao power station,https://www.gem.wiki/Tongliao_power_station,,,,,,,N,N,6.16,0.0041,0.34,0.12,,内蒙古自治区锡林郭勒盟西乌珠穆沁旗宝日格斯台苏木宝日胡硕嘎查,,1.5,4.9,N,
M2368,,China,Baotong Coal Mine,,准格尔旗准格尔矿区星达工贸有限责任公司宝通煤矿,,,https://www.gem.wiki/Baotong_Coal_Mine,Operating,,,,Zhungeer Banner Zhungeer Mining Area Xingda Industry and Trade Company,,,,China,1.2,,2022.0,,Surface,Open Pit,,,Exact,134.0,Exact,Bituminous,Thermal,,,,,18.0,,44.0,15.0,2023.0,,,,Zhungeer,39.791783,111.312623,Exact,,,,,,,,,,N,N,10.28,0.0069,0.57,0.21,,内蒙古自治区鄂尔多斯市准格尔旗薛家湾镇,,1.5,8.2,N,
M4827,,China,Baotou Energy Shenshan Coal Mine,中国神华能源股份有限公司神山露天煤矿,国能包头能源有限责任公司神山露天煤矿,,,https://www.gem.wiki/国能包头能源有限责任公司神山露天煤矿,Operating,,,,Guoneng Baotou Energy Co Ltd,E100002010185,国能包头能源有限责任公司神山露天煤矿,Guoneng Baotou Energy Co Ltd [100.0%],China,1.2,,2024.0,,Surface,Open Pit,,,Exact,105.0,Exact,Bituminous,Thermal,,,,,19.45,2023.0,23.0,16.0,2016.0,,,,,39.771328,110.198082,Exact,,,,,,,,,,N,N,5.03,0.0034,0.28,0.1,E100002010185 [100.0%],内蒙古自治区鄂尔多斯市准格尔旗准格尔召镇乌兰哈达村神山沟社,,1.5,4.0,N,
M1101,,China,Bayangol Coal Mine,,内蒙古黄陶勒盖煤炭有限责任公司巴彦高勒煤矿,,,https://www.gem.wiki/内蒙古黄陶勒盖煤炭有限责任公司巴彦高勒煤矿,Operating,,,,Inner Mongolia Huang Taolegai Coal Company,,,,China,8.0,,2025.0,,Underground,Longwall,,,Exact,803.0,Estimate,Bituminous,Thermal,,,,,636.0,2019.0,1040.0,80.0,2018.0,,85.0,2025.0,,38.742674,109.39955,Exact,,,,低瓦斯,2024.0,,,,,N,N,95.6,0.0641,5.28,1.91,,内蒙古自治区鄂尔多斯市乌审旗乌兰陶勒盖镇前进村,,1.6,10.7,N,
M5574,,China,Beishan Surface Mine,新疆准东西黑山矿区资源整合区北山露天煤矿,新疆北山矿业有限公司北山露天煤矿,,,https://www.gem.wiki/新疆北山矿业有限公司北山露天煤矿,Operating,,Resource Consolidation and Restructuring,Phase 1,Xinjiang Beishan Mining Company,,新疆北山矿业有限公司,,China,4.0,,2025.0,,Surface,Open Pit,,,Estimate,170.0,Exact,Bituminous,Thermal,,,,,110.0,2021.0,187.0,28.0,2013.0,,,,Xiheishan mining area of Zhundong coalfeild,44.538798,90.366812,Exact,,,,,,,,,,N,N,43.97,0.0295,2.43,0.88,,新疆维吾尔自治区昌吉州奇台县,,1.5,10.5,N,
M0182,,China,Beixinyao Coal Mine,,大同煤矿集团有限责任公司北辛窑煤矿,,,https://www.gem.wiki/大同煤矿集团有限责任公司北辛窑煤矿,Operating,,,,Datong Group Dongzhouyao Coal Company,,,,China,4.0,,2024.0,,Underground,,,,Estimate,578.0,Estimate,Bituminous,Thermal,,,,,305.0,2022.0,731.0,76.0,2022.0,,54.0,2022.0,,39.106574,112.341358,Exact,,,,低瓦斯,2024.0,,,,,N,N,59.35,0.0398,3.28,1.19,,山西省忻州市宁武县,,1.6,13.3,N,
M3034,,China,Beishiyu Coal Mine,,山西长治羊头岭北峙峪煤业有限公司,,,https://www.gem.wiki/山西长治羊头岭北峙峪煤业有限公司,Operating,,,,Shanxi Changzhi Yangtouling Beizhiyu Coal Industry Company,,,,China,0.9,,2022.0,,Underground,,,,Exact,532.0,Exact,Bituminous,Thermal,,,,,7.0,2023.0,37.0,8.0,2016.0,,6.0,2024.0,Qinshui,35.984448,113.100708,Exact,,,,低瓦斯,2023.0,,,,,N,N,9.45,0.0063,0.52,0.19,,山西省长治市上党区荫城镇河南村,,1.6,9.4,N,
M1102,,China,Beizu Coal Mine,,山西朔州山阴中煤顺通北祖煤业有限公司,,,https://www.gem.wiki/山西朔州山阴中煤顺通北祖煤业有限公司,Operating,,,,Shanxi China Coal Shuntong Coal Industry Company,,,,China,3.0,,2022.0,,Underground,Longwall,,,Exact,338.0,Exact,Bituminous,Thermal,,,,,66.0,2018.0,131.0,22.0,2009.0,,16.0,2018.0,Ningwu,39.686861,112.634808,Exact,,,,低瓦斯,2023.0,,,,,N,N,62.79,0.0421,3.47,1.25,,山西省朔州市山阴县玉井镇北祖村,,1.6,18.7,N,
M0183,,China,Beskuduk Coal Mine,,哈密市和翔工贸有限责任公司别斯库都克露天煤矿,,,https://www.gem.wiki/哈密市和翔工贸有限责任公司别斯库都克露天煤矿,Operating,,,,Hami Hexiang Industry and Trade Company,,,,China,5.0,,2025.0,,Surface,Open Pit,,,Estimate,250.0,Exact,Subbituminous,Thermal,,,,,254.0,2017.0,,51.0,2021.0,,72.0,2017.0,Balikun,44.412401,91.896338,Exact,Coal Plant,哈密一电厂、哈密二电厂,,,,,,,,N,N,16.75,0.0112,0.93,0.33,,新疆维吾尔自治区哈密市巴里坤县,,1.5,3.2,N,
M2917,,China,Bide Coal Mine,,贵州比德煤业有限公司比德煤矿,,,https://www.gem.wiki/贵州比德煤业有限公司比德煤矿,Operating,,,,Guizhou Bide Coal Industry Company,,贵州比德煤业有限公司,,China,0.85,,2026.0,,Underground,Longwall,,,Exact,1054.0,Estimate,Bituminous,Thermal,,,,,78.0,2006.0,,92.0,2007.0,,53.0,2008.0,Qianbei,26.607655,105.155022,Exact,Coal Plant,Nayong General Power Station; Guizhou Fa'er power station,https://www.gem.wiki/Nayong_General_Power_Station; https://jjyj.gzlps.gov.cn/jjyj/2007nd3q/jccx_50210/201705/t20170512_12826251.html?f_link_type=f_linkinlinenote&flow_extra=eyJkb2NfcG9zaXRpb24iOjAsImRvY19pZCI6ImZiNjdiZjZjNjhkODliY2YtMzY1YjMwYWZkYWVkYzI0MiIsImlubGluZV9kaXNwbGF5X3Bvc2l0aW9uIjowfQ==,突出矿井,2025.0,,,,,N,N,14.43,0.0097,0.8,0.29,,贵州省毕节市纳雍县阳长镇堰塘村,,1.6,15.2,N,
M1826,,China,Bide Tengqing Coal Mine,,贵州贵能投资股份有限公司水城县比德腾庆煤矿,,,https://www.gem.wiki/贵州贵能投资股份有限公司水城县比德腾庆煤矿,Operating,,Resource Consolidation and Restructuring,,Guizhou Guineng Investment Company,,贵州贵能投资股份有限公司,,China,1.2,,2026.0,,Underground,Longwall,,,Exact,1233.0,Exact,Bituminous,Met,,,,,32.0,2015.0,43.0,27.0,2016.0,,20.0,2015.0,Liupanshui,26.534289,105.166122,Exact,,,,突出矿井,2025.0,,,,,N,N,19.7,0.0132,1.09,0.39,,贵州省六盘水市水城县比德乡比德村,,1.6,14.7,N,
M3035,,China,Binchang Yangjiaping Coal Mine,,陕西彬长矿区杨家坪煤矿,,,https://www.gem.wiki/陕西彬长矿区杨家坪煤矿#.E9.A1.B9.E7.9B.AE.E4.BF.A1.E6.81.AF,Proposed,Construction,New,,Pingmei Chang’an Energy Development Company,,,,China,4.85,,,,Underground,Longwall,,,Exact,,,Bituminous,Thermal,,,,,431.0,2023.0,1269.0,89.0,,,64.0,2023.0,Huanglong Jurassic,35.068682,107.850094,Exact,,,,高瓦斯,2023.0,,,,,N,N,87.21,0.0584,4.82,1.74,,陕西省咸阳市长武县朱位村,,1.6,16.1,N,
M1827,,China,Binhu Coal Mine,,枣庄矿业（集团）有限责任公司滨湖煤矿,,,https://www.gem.wiki/枣庄矿业（集团）有限责公司滨湖煤矿,Operating,,,,Zaozhuang Mining Group,,,,China,1.1,,2025.0,,Underground,Longwall,,,Exact,1446.0,Exact,Bituminous,Met,,,,,10.0,2021.0,,9.0,2005.0,,7.0,,Tengxian,35.073533,116.896454,Exact,,,,低瓦斯,2019.0,,,,,N,N,21.74,0.0146,1.2,0.43,,山东省枣庄市滕州市滨湖镇,,1.6,17.7,N,
M1828,,China,Bofang Coal Mine,,山西兰花科技创业股份有限公司伯方煤矿分公司,,,https://www.gem.wiki/山西兰花科技创业股份有限公司伯方煤矿分公司,Operating,,,,Shanxi Lanhua Technology Venture Company,,,,China,2.1,,2024.0,,Underground,Longwall,,,Estimate,2642.0,Exact,Anthracite,Thermal & Chemical,,,,,143.0,2024.0,254.0,68.0,1999.0,,,,Qinshui,35.843028,112.841872,Exact,,,,高瓦斯,2024.0,,,,,N,N,55.27,0.037,3.06,1.1,,山西省晋城市高平市寺庄镇伯方村,,1.6,23.6,N,
M1103,,China,Bojiang Haizi Coal Mine,,内蒙古银宏能源开发有限公司泊江海子煤矿,,,https://www.gem.wiki/内蒙古银宏能源开发有限公司泊江海子煤矿,Operating,,,,Inner Mongolia Yinhong Energy Development Company,,,,China,6.0,,2023.0,,Underground,Longwall,,,Estimate,723.0,Estimate,Bituminous,Thermal,,,,,262.0,2019.0,669.0,44.0,2019.0,,32.0,2023.0,,39.875893,109.366516,Exact,,,,低瓦斯,2023.0,,,,,N,N,89.03,0.0596,4.92,1.78,,内蒙古自治区鄂尔多斯市东胜区泊江海子镇,,1.6,13.3,N,
M0184,,China,Boli Coal Mine,,阳泉煤业集团泊里煤矿有限公司,,,https://www.gem.wiki/阳泉煤业集团创日泊里煤业有限公司泊里煤矿,Proposed,Construction,New,,Yangquan Coal Industry Group Boli Coal Mine Company,,,,China,5.0,,,,Underground,,,,Estimate,,,Anthracite,Thermal & Chemical,,,,,471.0,2023.0,911.0,94.0,,,68.0,,Qinshui,37.427284,113.576734,Exact,,,,突出矿井,2020.0,,,,,N,N,131.6,0.0882,7.27,2.63,,山西省晋中市寿阳县七里河村,,1.6,23.6,N,
M0185,,China,Boqizhang Coal Mine,,山西煤炭运销集团簸箕掌煤业有限责任公司,,,https://www.gem.wiki/Boqizhang_coal_mine,Operating,,,,Shanxi Coal Transportation and Sales Group Boqizhang Coal Industry Company,,,,China,1.2,,2022.0,,Underground,,,,Exact,150.0,Exact,Bituminous,Thermal & Met,50.0,50.0,Estimated,2018.0,71.0,2018.0,106.0,59.0,2022.0,,42.0,2018.0,,39.825197,112.845544,Exact,,,,低瓦斯,2024.0,,,,,N,N,11.12,0.0075,0.61,0.22,,山西省大同市左云县马道头乡黄家店村,,1.6,8.3,N,
M0186,,China,Buertai Coal Mine,,中国神华能源股份有限公司布尔台煤矿,,,https://www.gem.wiki/中国神华能源股份有限公司布尔台煤矿,Operating,,,,China Shenhua Energy Company,,,,China,20.0,,2024.0,,Underground,Longwall,,,Estimate,225.0,Estimate,Bituminous,Thermal,,,,,185.0,2023.0,3300.0,9.0,2008.0,,72.0,2008.0,,39.481145,110.060652,Exact,,,,低瓦斯,2022.0,,,,,N,N,296.76,0.1988,16.4,5.93,,内蒙古自治区鄂尔多斯市伊金霍洛旗乌兰木伦镇,,1.6,13.3,N,
M2440,,China,Bulatela Coal Mine,,鄂尔多斯市乌兰煤炭（集团）有限责任公司特拉布拉煤矿,,,https://www.gem.wiki/鄂尔多斯市乌兰煤炭（集团）有限责任公司特拉布拉煤矿,Operating,,Resource Consolidation and Restructuring,,Ordos City Ulan Coal Group Trabula Coal Mine,E100002010679,,Ordos City Ulan Coal Group Trabula Coal Mine [100.0%],China,1.8,,,,Underground,,,,Exact,265.0,Estimate,Bituminous,Thermal,,,,,24.0,2025.0,47.0,13.0,2025.0,,10.0,2025.0,Dongsheng,39.495132,110.248533,Exact,,,,,,,,,,N,N,14.27,0.0096,0.79,0.28,E100002010679 [100.0%],内蒙古自治区鄂尔多斯市伊金霍洛旗纳林陶亥镇,,1.6,7.1,N,
M0187,,China,Buliangou Coal Mine,,内蒙古蒙泰不连沟煤业有限责任公司不连沟煤矿,,,https://www.gem.wiki/内蒙古蒙泰不连沟煤业有限责任公司不连沟煤矿,Operating,,,,Inner Mongolia Mengtai Buliangou Coal Industry Company,,,,China,18.0,,2025.0,,Underground,Longwall,,,Estimate,1070.0,Exact,Bituminous,Thermal,,,,,535.0,2023.0,931.0,30.0,2011.0,,23.0,,Gungar,40.012229,111.336127,Exact,,,,低瓦斯,2023.0,,,,,N,N,267.08,0.1789,14.76,5.33,,内蒙古自治区鄂尔多斯市准格尔旗大路镇,,1.6,13.3,N,
M0188,,China,Buzhaoba Surface Mine,,云南省小龙潭矿务局布沼坝露天矿,,,https://www.gem.wiki/云南省小龙潭矿务局布沼坝露天矿,Operating,,,,Yunnan Xiaolongtan Mining Bureau Co Ltd,,云南小龙潭矿务局有限责任公司,,China,13.0,,2025.0,,Surface,Open Pit,,,Exact,1402.0,Estimate,Lignite,Thermal,,,,,618.0,2022.0,674.0,48.0,,,9.0,2024.0,Xiaolongtan,23.800855,103.180577,Exact,,,,,,,,,,N,N,49.39,0.0331,2.73,0.99,,云南省红河州开远市小龙潭镇,,1.5,3.6,N,
M1450,,China,Chaerqi Coal Mine,Xinjiang Baicheng mining area No. 8 Coal Mine,拜城县峰峰煤焦化有限公司察尔齐煤矿一期（新疆拜城矿区八号矿井）,,,https://www.gem.wiki/拜城县峰峰煤焦化有限公司察尔齐煤矿一期,Proposed,Construction,Expansion,Phase 1,Baicheng County Fengfeng Coal Coking Company,,,,China,0.9,,,,Underground,Longwall,,,Estimate,843.0,Exact,Bituminous,Thermal & Met,,,,,31.0,2020.0,35.0,35.0,,,,,,42.00464,81.537855,Approximate,,,,高瓦斯,2009.0,,,,,N,N,13.35,0.0089,0.74,0.27,,新疆维吾尔自治区阿克苏地区拜城县铁列克镇,,1.6,13.3,N,
M0189,,China,Chagannur No.1 Coal Mine,,锡林郭勒峰峰能源有限公司查干淖尔一号井,,,https://www.gem.wiki/锡林郭勒峰峰能源有限公司查干淖尔一号井,Shelved,Construction,New,,Xilingol Fengfeng Energy Company,,,,China,5.0,,,,Underground,Longwall,,,Estimate,1012.0,Exact,Lignite,Thermal,,,,,1440.0,,2485.0,288.0,,,,,Chagannur,43.553884,115.167883,Exact,,,,,,,,,,N,N,24.01,0.0161,1.33,0.48,,内蒙古自治区锡林郭勒盟阿巴嘎旗,,1.6,4.3,N,
M0190,,China,Chahasu Coal Mine,,国电建投内蒙古能源有限公司察哈素煤矿,,,https://www.gem.wiki/国电建投内蒙古能源有限公司察哈素煤矿,Operating,,New,,Guodian & Jiantou Inner Mongolia Energy Investment Company,,,,China,8.0,,2025.0,,Underground,Longwall,,,Exact,429.0,Estimate,Bituminous,Thermal,,,,,798.0,2025.0,1189.0,100.0,2016.0,,71.0,2025.0,,39.302564,109.965281,Exact,Coal Plant,Bulian power station,https://www.gem.wiki/Bulian_power_station,低瓦斯,,,,,,N,N,97.38,0.0652,5.38,1.94,,内蒙古鄂尔多斯市伊金霍洛旗布连乡,,1.6,10.9,N,
M0191,,China,Chaigou Coal Mine,,山西怀仁联顺玺达柴沟煤业有限公司柴沟煤矿,,,https://www.gem.wiki/山西怀仁联顺玺达柴沟煤业有限公司柴沟煤矿,Operating,,,,Shanxi Huairen Lianshun Xida Chaigou Coal Industry Company,,,,China,8.0,,2023.0,,Underground,Longwall,,,Estimate,543.0,Exact,Bituminous,Thermal,,,,,344.0,2022.0,611.0,43.0,2010.0,,33.0,2022.0,,39.881266,112.993203,Exact,,,,高瓦斯,2024.0,,,,,Y,N,118.7,0.0795,6.56,2.37,,山西省朔州市怀仁县云中镇,,1.6,13.3,N,
M1829,,China,Chaili Coal Mine,,枣庄矿业（集团）有限责任公司柴里煤矿,,,https://www.gem.wiki/枣庄矿业（集团）有限责任公司柴里煤矿,Operating,,,,Zaozhuang Mining Group,,,,China,2.4,,2025.0,,Underground,Longwall,,,Exact,3042.0,Exact,Bituminous,Met,,,,,17.0,2017.0,,7.0,1964.0,,6.0,2017.0,Tengxian,34.957955,117.026118,Exact,,,,低瓦斯,2024.0,,,,,N,N,39.94,0.0268,2.21,0.8,,山东省枣庄市滕州市西岗镇,,1.6,14.9,Y,
